etpSrcIP,etpSrcP,etpDstP,etpProtocol,totalPacket,label
2.8500174931619178,0.8037330833504488,1.3163388257431463,0.6838086015139764,1717,0
2.9722141437400125,0.4730174591944159,0.8636025693244663,0.4851009488503268,1807,0
2.433183166481647,0.4272576009405679,0.1869189477869306,0.2439613002979017,1536,0
2.5846309900010143,0.4477646186630266,0.2841856589243008,0.2728985395645946,1878,0
2.905388145474196,0.3425616506728151,0.508783423746272,0.3426988550000092,1753,0
2.501125521992498,0.3843181375245675,0.1789417934385462,0.2211881201444193,1860,0
2.2927597135229543,0.0774166986974159,0.0552557374239845,0.0625784913409477,1499,0
2.5322395755842217,0.3981463737939932,0.183807404147956,0.2277711095615069,1817,0
2.5549299134290164,0.0756899773888295,0.0570069846007544,0.0614652486869025,1671,0
2.591495867590948,0.2942981011535298,0.1518538989046445,0.1827710070015867,1624,0
2.538372691427329,0.2222755608901669,0.1175856593073496,0.1477476517934343,1467,0
2.507812279648668,0.2293370183940174,0.117613069052214,0.1477844510474561,1845,0
2.533677997602408,0.2039583547553173,0.1083986498535784,0.1354681767255287,1742,0
2.4344576513967016,0.0800018416257319,0.0530472363571518,0.0638536854612208,1596,0
2.863743494639511,0.4596527028840796,0.517225676955675,0.3676895803655989,1646,0
2.59973559463409,0.2986071476502374,0.171769175169945,0.1923304252327549,1487,0
2.501038919238107,0.1975233515073153,0.1050734655626269,0.1310506014908853,1871,0
2.918244044260171,0.3822542589821064,0.6268270581366987,0.4054702824324268,1495,0
2.533389662149,0.3977694848576152,0.1849230087741443,0.2288408259294115,1725,0
2.5071635842722726,0.0774724179896694,0.057296845630962,0.062128788417024,1787,0
2.510120816085766,0.3763527030658727,0.1871628178744751,0.2197442621718875,1876,0
2.579619570302633,0.0919351172330737,0.0726023380985681,0.0744073000921918,1658,0
2.5777017795175867,0.3905123098422233,0.1775210003509937,0.2245851426126825,1768,0
2.54902996100794,0.0665005949129582,0.0452058283740605,0.0540590469414354,1787,0
2.511690386691917,0.3838463892125189,0.1712158780998734,0.221613197704883,1771,0
2.5438754892788333,0.0970844823144697,0.0711623107851711,0.0848551665310438,1468,0
2.359343781250572,0.4156643158613054,0.1822296654053779,0.2372525176325829,1645,0
2.409024360138216,0.0809220981324651,0.0541989606289467,0.0653002195711262,1424,0
2.576089154924629,0.0751386981643325,0.052962854455119,0.0601224488786351,1716,0
2.622658132078795,0.0,0.0,0.0,1666,0
2.5440371189871405,0.4525355788101318,0.1959752499120071,0.2508286465887466,1791,0
2.56237469900206,0.0,0.0,0.0,1574,0
2.5604017342142744,0.5275373392691611,0.2160964047443681,0.2863969571159562,1500,0
2.705092493404244,0.1575575150417498,0.2683941155368289,0.2024444021461423,1866,0
2.7329278330804105,0.1475170606579006,0.1533770351847695,0.1299758211207861,1668,0
2.5984303697923004,0.3854966143257745,0.1881900644432829,0.2230116107707573,1868,0
2.805941413834612,0.2857475259029321,0.3472501693304735,0.2616883425284311,1896,0
2.615901919784429,0.3786799076524373,0.1738243144523606,0.2193922980285256,1766,0
2.53266037816168,0.0664040126221607,0.0451449356361215,0.0539833623274357,1790,0
2.916954507573722,0.616686286826585,0.6355774535544892,0.447789302947045,1809,0
2.58090158688662,0.3802291127186825,0.1747720485236031,0.2206086647684801,1725,0
2.676269457235186,0.0650210235330128,0.044271978928318,0.0528990009481885,1834,0
2.613521426874938,0.3705733854404893,0.1669858910165522,0.21565011417693,1777,0
2.57627488133378,0.0642023029235092,0.0437542922813758,0.0522565231317963,1861,0
2.499748838607021,0.3548736633416964,0.1612039751236366,0.2075378046541653,1868,0
2.558446507504079,0.065830734837703,0.0447833079544008,0.0535340110643162,1808,0
2.7641841053857648,0.5431012072341874,0.4391475631386078,0.3539197103611233,1811,0
2.665186800255586,0.1986272995484148,0.2215588592162241,0.1762170534051216,1891,0
2.520844575576639,0.3817830958644892,0.1866700015391879,0.2211148879405099,1889,0
2.89021876213869,0.2777416336274342,0.440822959327471,0.3003633161704612,1969,0
2.602038706166634,0.077448578543547,0.0544831302604991,0.0618963459463539,1657,0
2.620953909082788,0.4174364370352001,0.2033813145951709,0.2458660897329402,1737,0
2.55147436914937,0.0780619500592901,0.0541754703210037,0.0645514742991543,1801,0
2.5991617493932297,0.1900722058630778,0.1039519641371578,0.1295638985000231,1563,0
2.536826100746276,0.2526923538773858,0.1259966834026805,0.1590854234668252,1896,0
2.5204945648408623,0.3793803187766504,0.1693146732624269,0.2189300773975302,1828,0
2.653725129382011,0.0655685220385526,0.0451510168456371,0.0539909204999497,1627,0
2.5144307583579097,0.4124666117993576,0.1837662773160769,0.2394475702104917,1422,0
2.5449527056895263,0.1048628838994996,0.0646169589526033,0.0784736819573321,1865,0
2.65338534781398,0.1861997300160607,0.1836905632269689,0.1621528314291145,1472,0
2.7819051570715696,0.5311081622490228,0.3618910667249758,0.3211217406038888,1729,0
2.6343280859393454,0.4385748865790366,0.1949987965528431,0.248661820433744,1546,0
2.594870080284572,0.0127353766623053,0.0115470225327747,0.0132604360619766,1683,0
2.7077847271886086,0.3454883438544782,0.4336323099869126,0.3159953524867327,1451,0
2.501571133014028,0.3673138181453589,0.1735739271430239,0.2137121306378175,1857,0
2.5322384205647843,0.0,0.0,0.0,1452,0
2.5962023003218806,0.4853207311479776,0.2025353789765541,0.2665232294570811,1652,0
2.624114684255188,0.0114658466111286,0.0126443969941575,0.0131651330723144,1697,0
2.4470385915884663,0.0920224466212426,0.0603204937777246,0.0730217222421292,1357,0
2.5836746519701688,0.3731928960667013,0.1670737334257996,0.2157737040938563,1863,0
2.630581015831193,0.0690513527115041,0.0468107052509487,0.0560558968870642,1711,0
2.619060501431908,0.3408403311127663,0.15625,0.2006223243127146,1920,0
2.8618271861948488,0.2636733656924227,0.373668939356896,0.2653768637716864,2016,0
2.650158341446173,0.1499645849090559,0.1461815327082291,0.1300210931501078,1834,0
2.694090340550884,0.4708428086141433,0.3400949660675007,0.2989208029411281,1943,0
2.626867290043682,0.070432857821985,0.0471664705809607,0.0564991044716903,1849,0
2.84703391355383,0.5067326380957431,0.4227604664852538,0.3361864122310937,1993,0
2.688385553280699,0.0839903332459393,0.0579966474401061,0.0662111582051603,1655,0
2.5705696237222897,0.3572108169169288,0.1617845748608219,0.2083504117052528,1889,0
2.517072209807508,0.0,0.0,0.0,1400,0
2.5856125100452125,0.4753773871063802,0.2038055496025141,0.2617877829520408,1692,0
2.5433895648881086,0.0486234948934689,0.0351099813799554,0.0415939491180951,1776,0
2.549863288393084,0.4244164792051154,0.1846748855286383,0.2407470395494066,1664,0
2.6283995573467966,0.3344201424901305,0.1621184058856514,0.1981950389036027,1918,0
2.6182718782369023,0.0943086091386467,0.0595260004429945,0.0720164716854138,1840,0
2.6123790534917566,0.3141915472379379,0.1544908244355353,0.1920855989163618,1591,0
2.566692469681538,0.1662430144175425,0.0920948834392796,0.1139460560803067,1900,0
2.55349577736887,0.2141503518559801,0.1134580925734125,0.1422172056505577,1589,0
3.65120299656288,0.6812373802715277,3.20092329011191,0.9782155074476886,3121,0
3.2199339378600897,0.6600252583147647,2.751552491701207,0.9081666816218116,2683,0
3.353491074193724,0.7000932964165524,2.953520763847101,0.9370990311930888,2736,0
3.233882385976035,0.6607144159937753,3.008086067304605,0.9364641857814202,2787,0
3.4207644764931304,0.6880989419164215,3.533552838040963,0.9962220881065272,2986,0
3.086477777170684,0.6570612743024286,2.2700947750938454,0.8553607820570865,2422,0
2.876936869249663,0.584339782388686,1.2249550512202256,0.6310686748505947,2162,0
3.0980858229111057,0.5429381053323099,0.7057651107129342,0.4790026955724938,2074,0
2.715127095393944,0.4522446017939807,0.5510466959082247,0.4290178660502294,2005,0
2.794101899903937,0.5104441610737032,0.6784058325438399,0.4667547520400759,1984,0
2.703741245053826,0.385356039702949,0.3163950345713565,0.2699041398369149,1776,0
2.9586044876781776,0.6681819198535713,2.189352954532217,0.9741470366821544,2808,0
2.803074481634558,0.5302595121697153,0.859380790912143,0.5065449829022584,2023,0
2.787708951700397,0.4331251499214102,0.6055515910919986,0.4050027806387659,2042,0
2.560181803121633,0.0858402300306308,0.0565951246542515,0.0683160852991151,1471,0
2.5647729638309724,0.3878852824591982,0.1739050482345687,0.225416634192104,1622,0
2.501040424953166,0.0732928853520847,0.0489330042599817,0.0587027596322057,1766,0
2.583549539069466,0.4303732547680284,0.222166602665363,0.2526818306603477,1679,0
2.825930264263562,0.2943958346423833,0.4821150768458727,0.3272397363377922,1935,0
2.5648606059294394,0.3493804910241725,0.163380523225486,0.2050832985757989,1866,0
2.792966148532238,0.2346201130067067,0.2640065386845155,0.207467908528026,1685,0
2.8170419992938625,0.3316586838486612,0.293008949973171,0.2461667440302857,1934,0
2.5932104509113376,0.4135682982906004,0.1831061867950167,0.2385042341116664,1506,0
2.647847023341176,0.0909725422270456,0.0684374191214124,0.0734445478757074,1909,0
2.5220793914989112,0.3519418041928235,0.1613026236839991,0.2076758416699804,1744,0
2.5156814278273885,0.0791676735616338,0.0548902751368856,0.0625651643343559,1772,0
2.502849792171434,0.351240714585727,0.1604348102908681,0.2064619685444223,1819,0
2.552921257965604,0.0701696807750269,0.0470035256815138,0.0562960852573012,1857,0
2.5153996389945297,0.3451621113752839,0.1581599885776821,0.2032847321158727,1856,0
2.525890866634484,0.0714047652862817,0.0477676498969114,0.0572484965941282,1820,0
2.594884778198689,0.3611300659897402,0.1849876842168137,0.21318395069088,1863,0
2.557030442420751,0.075252605506718,0.0501390328221565,0.0602099958843073,1713,0
2.624887956553913,0.2361116355997067,0.1198896079862986,0.1508442254165304,1890,0
2.597420380351386,0.0727834128590197,0.04914754465715,0.0589707176292705,1610,0
2.5693255302182263,0.4378619584114806,0.1955478408017451,0.249250722525802,1493,0
2.500351380792888,0.0551319530805238,0.0389221093231483,0.0462806321950343,1760,0
2.479589314682098,0.1014970880817082,0.0653001608162197,0.0793430547604393,1329,0
2.744283703130985,0.617707802228363,0.5098155749627845,0.4586858162005403,1798,0
2.861107084394172,0.2976782094088926,0.4240748425299688,0.4042555248339868,1762,0
2.656264052152539,0.5315523187432946,0.2509125776467129,0.2934820456479374,1490,0
2.602296802123988,0.0443630210492248,0.0400386967249005,0.0443127124432201,1850,0
2.511816275395262,0.1410565379914004,0.0837743358938644,0.1030969426300503,1409,0
2.5804039711492748,0.3465292523777051,0.1645269837375073,0.20616157437562,1668,0
2.8416162661097104,0.3934087305227195,0.4765538177215857,0.3433815963774392,1795,0
2.5987402771372907,0.1172781110736961,0.0705798064287759,0.086083563078207,1851,0
2.5562948837776425,0.3096973703360048,0.1498343981970633,0.1864868882193017,1899,0
2.5505607147161955,0.1163520207677693,0.0700787006940289,0.0854421281279586,1868,0
2.517470783316326,0.3121226085480028,0.1469983125241836,0.1877937532370496,1882,0
2.5321711178544586,0.1142004502244459,0.0693362908273207,0.0844924569240107,1799,0
2.51172807062491,0.304937583396928,0.1444831520587412,0.184325503970789,1892,0
2.532946352470712,0.1319144344299437,0.080784353566111,0.0950172456710763,1804,0
2.5014917501963985,0.3213214437882676,0.1505720343834174,0.1927358737981364,1820,0
2.587022007717008,0.1209907605686372,0.0721613980073064,0.0881103470786808,1889,0
2.7644434343338187,0.338881853822282,0.1576401916778942,0.2025596911983083,1675,0
2.977905799475581,0.5230488961020204,0.7170730539216923,0.4769898409833765,1970,0
4.239941042640539,0.6171227763260082,3.952401009085238,1.0036137306852448,3215,0
4.054289237328645,0.6792144920233562,3.218656210824095,0.9860742690932937,3107,0
3.7535428649053033,0.6366359417009504,3.4000562709362083,0.9961327672052546,3006,0
2.513703199080445,0.309050367055237,0.1460982553580554,0.1865516844067062,1863,0
2.6697018463562032,0.1318376171472594,0.1463059227635824,0.1345740874229981,1863,0
2.494566294227044,0.3780009994935843,0.1682586168029123,0.2174417819723356,1902,0
2.530680700274744,0.041892285805811,0.0310231019261632,0.036597930583547,1808,0
2.620617063594344,0.4057069710535292,0.1984532517431698,0.2320906459484235,1905,0
2.548398251470009,0.0504746263405685,0.0363652788978877,0.0431344599859473,1701,0
2.506871413445504,0.3912327003772532,0.172723035989796,0.2237436541063255,1860,0
2.5749039425968787,0.0376072977623541,0.0285584208636803,0.033599845433314,1714,0
2.5751668605190927,0.4321955944090564,0.1870641253133561,0.2441694825648893,1658,0
2.536328604678955,0.0532903834758664,0.0434126641393229,0.0456922740989546,1787,0
2.5525352897962192,0.4288161233106017,0.1856037418740437,0.2420766381635949,1702,0
2.518427224481136,0.1086611115635358,0.0667289048451215,0.0811632640256668,1790,0
2.5219415274383987,0.0417322904245795,0.0309109884122429,0.0364613058998201,1816,0
2.485629621752365,0.3701196499793683,0.1662384181545202,0.2145988728891418,1847,0
2.541903100503828,0.0428382448708529,0.0316853025017251,0.0374053811018959,1762,0
2.5323827725467423,0.3727838717007466,0.1666470060625949,0.2151734162052219,1899,0
2.523130828527067,0.0366824314474745,0.0278900419892393,0.0327888130482058,1764,0
2.535147751613393,0.1143865430006196,0.0745744785073263,0.0865042141213459,1472,0
2.489062653677697,0.3406968751301349,0.1573756374552614,0.2021908132688731,1774,0
2.6659939883163504,0.1072585809737081,0.0664079823251156,0.0807541600872141,1701,0
2.5385908755989988,0.3616155009782383,0.1652315181067248,0.21318395069088,1656,0
2.525499086482553,0.1087137384555251,0.0667580928289394,0.0812004793332935,1789,0
2.5544459314334897,0.3144725989316337,0.1482186098342356,0.1894794357754463,1826,0
2.5119383943623705,0.3364496989215351,0.1567103359305055,0.2012635654452278,1689,0
2.505452686955249,0.1092774519813106,0.0680403385792487,0.0828365528136122,1552,0
2.504042664414316,0.3387520306264668,0.1569482660502199,0.201595107853842,1749,0
2.519342826588588,0.1041894121927364,0.064685791782699,0.078561241559239,1759,0
2.5086454345268416,0.397400024391731,0.1787103515967822,0.2322373104344869,1454,0
2.5353333003135696,0.1089137819569876,0.0678354764370903,0.0825750052446069,1558,0
2.410242167224657,0.1006332823077094,0.0654578530283522,0.0795438117583875,1223,0
2.516194510383136,0.3627305177070452,0.1644017903782755,0.2120190088797875,1787,0
2.4854591708281646,0.0734942655942086,0.0495911576764886,0.0595250098755618,1592,0
2.511854644208196,0.3721164064042394,0.167255046113459,0.216028834590018,1802,0
2.5773352898441804,0.120675879493742,0.0728615295201471,0.0890086589372767,1688,0
2.5156063055086744,0.0721266001417553,0.0482135651174896,0.0578047111982317,1799,0
2.5991076644920823,0.3851096069936815,0.1719686305248676,0.2226768763101264,1732,0
2.540868525776354,0.0820630278843092,0.0537655476867597,0.0647556309856773,1700,0
2.5195113164203145,0.363732536451366,0.1641864979411035,0.2117168866902915,1850,0
2.5103951243346048,0.0642023029235092,0.0437542922813758,0.0522565231317963,1861,0
2.504888800256854,0.3482477902053295,0.1590254539872245,0.2044927202800611,1873,0
2.569576792793328,0.0558471705011513,0.0393942725697899,0.0468628427854321,1734,0
2.54013960901278,0.3525829466931144,0.1603539469102575,0.206348909808155,1882,0
2.638494883447948,0.0598748245205567,0.0414911604647329,0.0494529518019326,1807,0
2.575787155442744,0.3400737354227188,0.1556828192191832,0.1998326330284978,1962,0
2.5133964529460315,0.3187421552531369,0.1534836990245854,0.1913524837557734,1837,0
2.5576160468132096,0.0740195040799274,0.0493805865491978,0.0592618644110461,1746,0
2.607495588871086,0.3372401832701961,0.1546177816592239,0.1983509129158914,1981,0
2.550663883019194,0.0726165267826316,0.0485159385424894,0.0581820544559416,1785,0
2.552038560960109,0.3409791052924772,0.1560225727815696,0.2003056244117907,1956,0
2.5593043839193004,0.0771265330591612,0.0512889654863961,0.0616492076830398,1665,0
2.614605729551461,0.3440778976954693,0.1566370638574926,0.2011614798808589,2009,0
2.5555123729317617,0.0750629638263454,0.0500224807014014,0.0600642368324933,1718,0
2.508808231971818,0.3562726752983381,0.161159392821398,0.2074754257270417,1930,0
2.504461902345722,0.05753539309376,0.0399776336070403,0.0475826848066362,1892,0
2.5053022311129496,0.3498683400625325,0.1596303176596817,0.2053375556356671,1863,0
2.563969307959593,0.1307133026707186,0.0782697531220324,0.0959704029958718,1539,0
2.9295451824535523,0.5805406099628726,0.7641202863189134,0.473756240359838,1990,0
2.4127530804556887,0.0733662777070228,0.0623562282227362,0.0629517251961021,1353,0
2.633582098712924,0.4004342559903418,0.1797893180095223,0.2279707796987675,1842,0
2.503948179702442,0.3468345189291484,0.1582135712798592,0.2033594924157259,1918,0
2.547399612647736,0.3464151959728468,0.1577794416325373,0.2027538896867136,1957,0
2.626930890575091,0.1333893203954158,0.0783036968075323,0.0960142230032471,1781,0
2.566494793060189,0.2804801935458063,0.1353253052163801,0.1717668031056824,1993,0
2.634206326904644,0.1352998375064074,0.0793024085052541,0.0973042208016922,1752,0
2.549417579847808,0.2793670935264894,0.1351704611868185,0.1715553900487956,1957,0
2.503396246502585,0.0868084771735186,0.0571806879113602,0.0690543821256504,1452,0
2.568868501724853,0.3709350996428413,0.1671182108589903,0.2158362855610064,1775,0
2.5680164675498025,0.0753142078597769,0.049685163461357,0.0596425086340641,1877,0
2.6025558297789506,0.3803019096851043,0.170837704167072,0.221079104991113,1692,0
2.601095195508406,0.0671374498585571,0.0451213034877004,0.0539539911225688,1954,0
2.5316403911278007,0.0582842604326946,0.0404627577777195,0.0481817396003062,1864,0
2.5700398976565126,0.3712239120274511,0.1669294066350962,0.215570648884369,1807,0
2.559288285227158,0.0754886438859958,0.0497911458433493,0.0597749933915506,1872,0
2.557983163488576,0.3420192821081365,0.1561380277053237,0.2004663907018145,1986,0
2.765488496082397,0.0,0.0,0.0,1822,0
2.56175245991939,0.4254735977901673,0.1825399515149772,0.2376955016695564,1923,0
2.5657126234026952,0.0058447442337904,0.0058447442337904,0.0066210126581768,1858,0
2.5662947955323423,0.4080381658965657,0.176785247398054,0.2295010566091793,1987,0
2.5703473945978805,0.0,0.0,0.0,1623,0
2.4976285508122675,0.4188648512360963,0.180273736942332,0.2344631350399652,1958,0
2.5087881433473456,0.0059503971071901,0.0059503971071901,0.0067428688783368,1820,0
2.562926922028612,0.329689414469465,0.1520385694887575,0.1947687817448002,1995,0
2.543496219170354,0.0816400657808681,0.0540457424911607,0.0651076669567249,1559,0
2.5321095906869835,0.4135212998009842,0.1817867550745265,0.2366204187057845,1625,0
2.534343215603408,0.0988533250474412,0.0616746903223177,0.0747372560462744,1869,0
2.441707065475989,0.0921829335174978,0.0598103114879997,0.0723760973194574,1486,0
2.6119963326187685,0.3524205280730051,0.1602936148540265,0.2062645624694208,1883,0
2.6183486574791104,0.0125547914020916,0.0113858843302038,0.0130712747731526,1711,0
2.606700087022031,0.4526084347696452,0.1937294646601873,0.2537588888666997,1599,0
2.6113515059241563,0.0446789174651836,0.0324215119493511,0.0383040195515513,1958,0
2.5295126970047,0.3948140457606655,0.1833530802244164,0.2349279438430574,1922,0
2.572372893190611,0.0470213947460271,0.0340203113224085,0.0402589436754354,1846,0
2.6057204144833697,0.0539132002200042,0.0381162317742784,0.0452877980509875,1806,0
2.5966641538769286,0.3561547361255521,0.1603128058959699,0.2062913920182353,2037,0
2.591089010540478,0.0458810919016303,0.033242861253921,0.0393077455612936,1899,0
2.540414923153943,0.3920078515255266,0.173562590450276,0.2249317375881276,1792,0
2.5187210697334588,0.040201056298675,0.029836349307956,0.0351529104267223,1896,0
2.4592251490910795,0.0870152974067668,0.0573056634228899,0.0692120206615509,1448,0
2.539192288830028,0.3753675974187549,0.1684392503088972,0.217696242285018,1784,0
2.53220201292192,0.0636098487340537,0.0433792544730169,0.051791350304557,1881,0
2.4950326688732947,0.3618095066880752,0.163197357331274,0.2103296057125495,1896,0
2.3405781892933004,0.0,0.0,0.0,1379,0
2.527010848684257,0.4315042860771234,0.1848593322088776,0.2410109689483975,1863,0
2.532253958540825,0.3625800037497307,0.1632030567092323,0.2103375954371904,1926,0
2.579054514535996,0.0,0.0,0.0,1728,0
2.6005680825423205,0.4179385299592277,0.1799551362826142,0.2340092669504566,1963,0
2.5607449354110288,0.0,0.0,0.0,1851,0
2.543733916722017,0.4533098023686589,0.191688595194162,0.2508161431212024,1815,0
2.5058582677726493,0.0,0.0,0.0,1845,0
2.5353733373478504,0.4145017447514753,0.1792819671365654,0.2330507462292358,1921,0
2.5907888058815334,0.0,0.0,0.0,1873,0
2.551508928278773,0.44332516045236,0.1886024768170327,0.2463772405141545,1834,0
2.5391683215867924,0.0,0.0,0.0,1864,0
2.5224175776876856,0.4146395695945035,0.178818569197133,0.2323912751168764,1981,0
2.576114893819559,0.0521888394252989,0.0369731994183758,0.0438814891120122,1875,0
2.531482876356042,0.3546066496102902,0.1608217828155465,0.2070031318970147,1905,0
2.621174791445604,0.0540428885025855,0.0382020639534567,0.0453934901482485,1801,0
2.5699236436657777,0.0857899072504647,0.0565646694728466,0.0682777002764231,1472,0
12.36398948822144,1.5204430095816035,0.8917635786353789,0.4078745977694903,822041,1
12.355763368585182,1.4776666830917302,0.8692753463871682,0.3993875601258535,825217,1
12.352952672750682,1.489289348409755,0.8768759253899574,0.4015552164217404,824186,1
12.351628037565092,1.490746551125952,0.8776352078438351,0.4018482244663989,815720,1
12.35056894257971,1.536513725321864,0.9028420467014894,0.4104387483611416,818109,1
12.352971315835187,1.4894374590025052,0.8758175835264758,0.4011538652898431,820758,1
12.3554959410491,1.5059694371428738,0.8870109949337486,0.4048756827402519,818875,1
12.352806535298722,1.4819935567015974,0.8719652336358898,0.4003622630961189,821500,1
12.347386414636018,1.51709696137938,0.8935213281247817,0.4076504724372142,800618,1
12.355131867934864,1.4932562470814812,0.8796192515520492,0.4030253846726634,824922,1
12.352723645977866,1.4939163690417947,0.8808803513382193,0.4029633417964253,827185,1
12.35639652221602,1.4969371782129437,0.8794313741124469,0.403324923866463,826774,1
12.350991093101674,1.4955821770129487,0.880615543236195,0.4032976476978228,819508,1
12.346762752716325,1.523146916208206,0.898001572778519,0.4084104604176108,816010,1
12.345209197876796,1.4818043634578126,0.8737314242404485,0.4004948171043887,821037,1
12.348845948533333,1.4963678169653716,0.8828519503347397,0.403258032724609,827306,1
12.340164610018514,1.489736688791931,0.8770197705402886,0.4020587791937744,810071,1
12.337606605107322,1.4799166516976705,0.8718190659827302,0.3999849851297776,817893,1
12.333722712662748,1.4669897659507525,0.8609182828593809,0.3972238681936803,822757,1
12.331358162273744,1.4919273397828898,0.8757095853113029,0.4017603712089281,826102,1
12.332697923811455,1.472076662598692,0.8648261432226338,0.398424065917525,821258,1
12.3313891143891,1.470252989787323,0.8657958397714752,0.3980246614625037,809352,1
12.358932604181184,1.493354740985371,0.8768844988716015,0.4022830130444166,829382,1
12.329155027724056,1.4618895942946122,0.8606763631759504,0.3964828442445265,823415,1
12.325418271727216,1.4454016542432158,0.8571478304614252,0.3949343134280983,722655,1
12.30532306205847,1.378106712019067,0.8478773748409845,0.392268543341018,337110,1
12.32945454993416,1.4592456185334477,0.8596244311431734,0.3962143025243524,813100,1
12.328158339645771,1.4517394391280267,0.8546162982718063,0.3944216436062977,817845,1
12.328801360734346,1.4601380618211293,0.8597835845094816,0.3962479333044487,808712,1
12.32591142898292,1.4489985265685763,0.8540184956116519,0.3941973996395108,818802,1
12.322303157405225,1.4753507604649947,0.8690075966861793,0.3995421587184023,810933,1
12.322276969045888,1.4540160085530385,0.8563981319928748,0.3950063451972919,818459,1
12.324328805345496,1.4368285261730975,0.8466307950621693,0.3912808150745365,814288,1
12.361059152939792,1.4551127587463797,0.8574521286178873,0.3950037208233134,820275,1
12.321693256996628,1.464758876165875,0.863601757377716,0.3969041593765542,804263,1
12.317145958304708,1.46046028336648,0.8623433389695996,0.3970096841755106,779576,1
12.31883980621007,1.4730047055683777,0.869766789091961,0.3991644053534353,794401,1
12.316774517679326,1.4828547893694275,0.8738367117483697,0.4007404697718782,809904,1
12.316232481532005,1.4795041454249067,0.8737853635031221,0.4005566336508469,810962,1
12.31662554262623,1.4624047549738857,0.8632346186330626,0.3969440914397464,810210,1
12.314514202102808,1.4920703428000484,0.8811729737417361,0.4027647280374133,809842,1
12.312930322877232,1.4576022532516726,0.8621987410963815,0.3962501082076434,796015,1
12.31258028404909,1.4496137258126247,0.8571161986902198,0.3942147952017174,810571,1
12.307552494756326,1.4607617990159754,0.862860059294839,0.3963025231238561,819442,1
12.359971403441609,1.4543491054423117,0.858498805485668,0.3950643963311006,819083,1
12.31222367217342,1.4621642755805733,0.8640034294279867,0.3965404428073077,822097,1
12.30649474414438,1.4444342284197345,0.8543301369789175,0.3933908473279581,824761,1
12.308874491332809,1.4541640966970633,0.8599268690363515,0.3952924598432429,802679,1
12.308947173899996,1.4354747735950353,0.8465448579847856,0.3907315834235261,816889,1
12.307236707135395,1.4612016285350475,0.8616386578139819,0.3965627254851076,820807,1
12.306214151222251,1.4779687384126083,0.8705156005748175,0.39950795333019,824787,1
12.310991155086391,1.4540753230768015,0.8586981221066432,0.3949028881527451,816044,1
12.303863023927258,1.4740845400227045,0.8690623201548611,0.3986981250262987,822631,1
12.3069556722618,1.4400124351531596,0.8510292405603356,0.392083868345105,825466,1
12.302881565840856,1.4392806228784891,0.850968353990485,0.3921148416737353,813814,1
12.361658893822147,1.4648994814456502,0.8636572752760336,0.396987142142127,817827,1
12.359629105508784,1.4776999442464227,0.8713166347795487,0.3998259198559802,820008,1
12.354203976481472,1.5006893552182463,0.881825784899327,0.4038852519922468,821633,1
